pipeline,query,rank,document_id,similarity,document_preview,top_contributing_terms,relevant,Vocabulary size,Average tokens/document,Matrix sparsity,OOV rate,Query OOV rate,Precision@5_x,Recall@5_x,MRR_x,Precision@5_y,Recall@5_y,MRR_y
Pipeline A,deep learning healthcare,4,7564,0.2232223660618955,"would I have learned, learnt? would you have learned, learnt? would he have learned, learnt? would we have learned, learnt? would they have learned, learnt? would I have been learning? would you have been learning? would he have been learning? would ",learning:0.2232,0,263260,401.599375,0.9993085652017016,0.0243111015430769,0.0,0.6,0.9285714285714286,0.875,0.6,0.9285714285714286,0.875
Pipeline A,deep learning healthcare,5,9229,0.2045227363376378,"Influence Health, the healthcare industry’s leading consumer experience solution provider, congratulates leading provider organizations for earning prestigious eHealthcare Leadership Awards. These winning healthcare organizations stood out from a com",healthcare:0.2045,0,263260,401.599375,0.9993085652017016,0.0243111015430769,0.0,0.6,0.9285714285714286,0.875,0.6,0.9285714285714286,0.875
Pipeline A,natural language processing,1,25428,0.3562721136908384,"Note: If you're on an iPhone, you cannot change the language of Facebook through the mobile app. Instead, Facebook uses whatever language your phone is set up to use, so to change it you have to pick a different language for your entire phone. Do thi",language:0.3563,0,263260,401.599375,0.9993085652017016,0.0243111015430769,0.0,0.6,0.9285714285714286,0.875,0.6,0.9285714285714286,0.875
Pipeline A,natural language processing,2,8705,0.3313421427885462,"These regulations may be called the Food Safety and Standards (Food Products Standards and Food Additives) Amendment Regulations, 2019. They shall come into force on the date of their publication in the Official Gazette. In the Food Safety and Standa",processing:0.3313,0,263260,401.599375,0.9993085652017016,0.0243111015430769,0.0,0.6,0.9285714285714286,0.875,0.6,0.9285714285714286,0.875
Pipeline A,natural language processing,3,701,0.2864865424014526,"Program in Teaching French as a Foreign Language was established in 1985 under the Department of Foreign Education. 2 full professors,3 assistant professors and 3 research assistant are currently working in the department. The Program in Teaching Fre",language:0.2865,0,263260,401.599375,0.9993085652017016,0.0243111015430769,0.0,0.6,0.9285714285714286,0.875,0.6,0.9285714285714286,0.875
Pipeline A,natural language processing,4,4075,0.2846261416758436,"Looking for Spanish language instructor to improve my reading, writing and speaking skills. We require the tutor to travel to our location at Gwal Pahari. A certification or degree in Spanish Language is preferred. The Spanish language instructor sho",language:0.2846,0,263260,401.599375,0.9993085652017016,0.0243111015430769,0.0,0.6,0.9285714285714286,0.875,0.6,0.9285714285714286,0.875
Pipeline A,natural language processing,5,13690,0.2691819029543662,Text in finnish language missing. Sorry for the inconvinience. See in english language.,language:0.2692,0,263260,401.599375,0.9993085652017016,0.0243111015430769,0.0,0.6,0.9285714285714286,0.875,0.6,0.9285714285714286,0.875
Pipeline A,heart attack treatment,1,799,0.3680731058020782,"Can You Have A Heart Attack With A Pacemaker? A pacemaker is not a cure. It will not prevent or stop heart disease, nor will it prevent heart attacks. However, we offer you the best monitoring services to lessen the chance of heart attacks. Rhythm Ma",heart:0.2253; attack:0.1428,1,263260,401.599375,0.9993085652017016,0.0243111015430769,0.0,0.6,0.9285714285714286,0.875,0.6,0.9285714285714286,0.875
Pipeline A,heart attack treatment,2,1422,0.2435740076063004,"I. Causes of Heart Failure: What every physician needs to know. Heart failure (HF) is a clinical syndrome in which the heart is unable to provide sufficient blood flow to meet the metabolic needs of the body, or is only able to do so with significant",heart:0.2238; treatment:0.0198,0,263260,401.599375,0.9993085652017016,0.0243111015430769,0.0,0.6,0.9285714285714286,0.875,0.6,0.9285714285714286,0.875
Pipeline A,heart attack treatment,3,25228,0.2162551330666006,"Results of a small clinical trial showing the benefits of a new pill to treat high blood pressure have been published today. The study, conducted by The George Institute for Global Health and published in The Lancet, found that patients given the new",heart:0.1108; attack:0.1054,0,263260,401.599375,0.9993085652017016,0.0243111015430769,0.0,0.6,0.9285714285714286,0.875,0.6,0.9285714285714286,0.875
Pipeline A,heart attack treatment,4,16626,0.2066852705692357,"After failing to apprehend the terrorist behind a Paris attack that claimed dozens of lives, CIA agent Alice Racine is forced to live in London as a caseworker. Her mentor unexpectedly calls her back into action when the CIA discovers that another at",attack:0.2067,0,263260,401.599375,0.9993085652017016,0.0243111015430769,0.0,0.6,0.9285714285714286,0.875,0.6,0.9285714285714286,0.875
Pipeline A,heart attack treatment,5,22876,0.2062577085591518,"NO BOUNDARIES: Trudie Lobban's advocacy for people afflicted with arrhythmia knows no boundaries, literally. What started in the U.K. is being felt here in the States. When Trudie Lobban’s daughter Francesca, now 29, was a baby, the girl had fainting",heart:0.1610; treatment:0.0271; attack:0.0182,0,263260,401.599375,0.9993085652017016,0.0243111015430769,0.0,0.6,0.9285714285714286,0.875,0.6,0.9285714285714286,0.875
Pipeline A,myocardial infarction therapy,1,6173,0.2208641193582037,Are Experiential Therapy Techniques Helpful? What Is Animal-Assisted Therapy & How Does It Work? Substance abuse recovery involves much more than clearing drugs or alcohol from the body. Overcoming the disease of addiction requires an understanding o,therapy:0.2209,0,263260,401.599375,0.9993085652017016,0.0243111015430769,0.0,0.6,0.9285714285714286,0.875,0.6,0.9285714285714286,0.875
Pipeline A,myocardial infarction therapy,2,26337,0.1974849294520058,Rapid Mobilization Reveals a Highly Engraftable Hematopoietic Stem Cell. Myocardial Infarction Activates CCR2(+) Hematopoietic Stem and Progenitor Cells. Bone marrow-derived immature myeloid cells are a main source of circulating suPAR contributing t,infarction:0.0996; myocardial:0.0978,1,263260,401.599375,0.9993085652017016,0.0243111015430769,0.0,0.6,0.9285714285714286,0.875,0.6,0.9285714285714286,0.875
Pipeline A,myocardial infarction therapy,3,5052,0.1824650840641852,"Mechanosensitive Ion Channels in Cardiovascular Physiology. Exp Clin Cardiol 2014;20(10):6550-6560. Epub 2014 Oct 29. Laboraotry of Cell and Molecular Biology, University of Wisconsin - Madison, WI 53706, USA; Department of Genetics, University of Wi",myocardial:0.1425; infarction:0.0363; therapy:0.0037,0,263260,401.599375,0.9993085652017016,0.0243111015430769,0.0,0.6,0.9285714285714286,0.875,0.6,0.9285714285714286,0.875
Pipeline A,myocardial infarction therapy,4,8343,0.1645571272196986,"Background: Statin therapy is associated with improved survival in patients at high risk for cardiovascular mortality, but the impact of statin therapy among patients treated with trans-catheter aortic valve replacement (TAVR) is unknown. Methods: We",therapy:0.1025; infarction:0.0313; myocardial:0.0307,0,263260,401.599375,0.9993085652017016,0.0243111015430769,0.0,0.6,0.9285714285714286,0.875,0.6,0.9285714285714286,0.875
Pipeline A,myocardial infarction therapy,5,9884,0.1582288995115036,"Background: The trials comparing Minimally Invasive Direct Coronary Artery Bypass Graft (MIDCABG) with Percutaneous Coronary Intervention (PCI) for proximal Left Anterior Descending Artery (LAD) stenosis show conflicting results. Methods: The PubMed,",infarction:0.0798; myocardial:0.0784,0,263260,401.599375,0.9993085652017016,0.0243111015430769,0.0,0.6,0.9285714285714286,0.875,0.6,0.9285714285714286,0.875
Pipeline A,climate change policy,1,19142,0.5997006252174711,"Reduce short-lived climate change or even this essay. Should we should trust the following feb 27, written is a significant. One of global warming trout streams about article. Believes climate change, oceanography one of the greenhouse effect, govern",climate:0.4563; change:0.1434,1,263260,401.599375,0.9993085652017016,0.0243111015430769,0.0,0.6,0.9285714285714286,0.875,0.6,0.9285714285714286,0.875
Pipeline A,climate change policy,2,2231,0.4916385028349381,The Rupa Lake Cooperative in Nepal. Credit: Bioversity International / B. Saugat. Sourced through Flickr. Responding to the impacts of climate change effectively at national policy and local planning level requires robust and comprehensive informatio,climate:0.3171; change:0.0922; policy:0.0823,1,263260,401.599375,0.9993085652017016,0.0243111015430769,0.0,0.6,0.9285714285714286,0.875,0.6,0.9285714285714286,0.875
Pipeline A,climate change policy,3,20926,0.4018080041017303,Big polluting corporations like Shell and Chevron are getting ready to stop any real climate action at the climate talks in Paris. As much as 20% of this year's talks are being sponsored by the private sector and among them some of the world's larges,climate:0.3400; policy:0.0618,1,263260,401.599375,0.9993085652017016,0.0243111015430769,0.0,0.6,0.9285714285714286,0.875,0.6,0.9285714285714286,0.875
Pipeline A,climate change policy,4,9209,0.3915750650765913,Climate Change Denial: Why It can Be Hugely Influential? You are here: Home / Hello Earth / Climate Change Denial: Why It can Be Hugely Influential? Climate change is a real thread for those who directly affected by it. In example people in Africa wh,climate:0.2963; change:0.0952,1,263260,401.599375,0.9993085652017016,0.0243111015430769,0.0,0.6,0.9285714285714286,0.875,0.6,0.9285714285714286,0.875
Pipeline A,climate change policy,5,11682,0.3776090559162453,"The existential threats to people and the environment from climate change are increasingly well understood. NOAA’s 27th annual State of the Climate report revealed record-setting climate change indicators in 2016, resulting in extreme global events i",climate:0.3021; change:0.0409; policy:0.0347,1,263260,401.599375,0.9993085652017016,0.0243111015430769,0.0,0.6,0.9285714285714286,0.875,0.6,0.9285714285714286,0.875
Pipeline A,healthy cells and cancer,1,29938,0.5008538706931189,"Cancer cells could be collected by a small wearable device plugged into a vein instead of a blood test or a biopsy, according to scientists. Researchers have invented a small blood screening machine which they say can harvest more than three times as",cells:0.2702; cancer:0.2210; and:0.0096,1,263260,401.599375,0.9993085652017016,0.0243111015430769,0.0,0.6,0.9285714285714286,0.875,0.6,0.9285714285714286,0.875
Pipeline A,healthy cells and cancer,2,16227,0.4596843714376216,Cancer spreads — or metastasizes — when cancer cells break away from the original tumor and travel through your bloodstream or lymphatic system to other parts of your body. This video shows how a type of skin cancer called melanoma can metastasize. A,cancer:0.2430; cells:0.2139; and:0.0029,1,263260,401.599375,0.9993085652017016,0.0243111015430769,0.0,0.6,0.9285714285714286,0.875,0.6,0.9285714285714286,0.875
Pipeline A,healthy cells and cancer,3,23441,0.3849532018779973,"Researchers from Karolinska Institutet and Kancera AB have developed a molecule that makes cancer cells sensitive to radiotherapy. In a study published in Nature Communications, the researchers describe a new way to block cancer cells' ability to rep",cancer:0.1793; cells:0.1644; healthy:0.0313; and:0.0099,1,263260,401.599375,0.9993085652017016,0.0243111015430769,0.0,0.6,0.9285714285714286,0.875,0.6,0.9285714285714286,0.875
Pipeline A,healthy cells and cancer,4,16624,0.3676290100562209,"Being diagnosed with cancer is nightmarish. It is not something anyone ever wants to encounter. But here’s the thing – regardless of your age, gender or race, cancer does not discriminate. So Instead of sulking and getting all depressed and allowing ",cancer:0.3530; and:0.0146,1,263260,401.599375,0.9993085652017016,0.0243111015430769,0.0,0.6,0.9285714285714286,0.875,0.6,0.9285714285714286,0.875
Pipeline A,healthy cells and cancer,5,979,0.3639673941046485,"Why does your body grow healthy … or unhealthy cells? Home » Blog » Why does your body grow healthy … or unhealthy cells? Look outside and see how fast your garden is turning green. Spring accelerates cellular growth. When cells multiply and divide, ",cells:0.1942; healthy:0.1234; cancer:0.0353; and:0.0111,1,263260,401.599375,0.9993085652017016,0.0243111015430769,0.0,0.6,0.9285714285714286,0.875,0.6,0.9285714285714286,0.875
Pipeline B,medical image classification,1,18971,0.4273904552936881,The new RTS Environmental Classification system (RTS GLT) is designed for parties who are commissioning construction projects and who want to build in an environmentally responsible manner. The environmental classification system was developed for Fi,classification:0.4274,0,148189,190.0043333333333,0.9991893100477544,0.0296802606465192,0.0,0.6,0.9285714285714286,0.8333333333333333,0.6,0.9285714285714286,0.8333333333333333
Pipeline B,medical image classification,2,8527,0.3536644604168265,History of maize classification. How races used in classification. Geographical distribution. Existing races of maize in Mexico.,classification:0.3537,0,148189,190.0043333333333,0.9991893100477544,0.0296802606465192,0.0,0.6,0.9285714285714286,0.8333333333333333,0.6,0.9285714285714286,0.8333333333333333
Pipeline B,medical image classification,3,17794,0.2660494204009994,Filters the output of 'wp_calculate_image_sizes()'. A source size value for use in a 'sizes' attribute. Requested size. Image size or array of width and height values in pixels (in that order). The URL to the image file or null. The image meta data a,image:0.2660,0,148189,190.0043333333333,0.9991893100477544,0.0296802606465192,0.0,0.6,0.9285714285714286,0.8333333333333333,0.6,0.9285714285714286,0.8333333333333333
Pipeline B,medical image classification,4,19908,0.2613829187795929,"Download League Of Legends Wallpapers in high-quality for your desktop and smart-phone in wide-screen and HD resolution. Right click on image, and select “Save Image as League Of Legends Wallpapers” to download image to your desktop, laptop. If you a",image:0.2614,0,148189,190.0043333333333,0.9991893100477544,0.0296802606465192,0.0,0.6,0.9285714285714286,0.8333333333333333,0.6,0.9285714285714286,0.8333333333333333
Pipeline B,medical image classification,5,12658,0.2489880909203521,"This guidance is for pharmacists who handle, use and sell/supply medical devices. What to do with medical device alerts. Why this guidance is important for you? What types of medical devices are sold in pharmacies? What factors do I need to consider ",medical:0.2490,0,148189,190.0043333333333,0.9991893100477544,0.0296802606465192,0.0,0.6,0.9285714285714286,0.8333333333333333,0.6,0.9285714285714286,0.8333333333333333
Pipeline B,transformer language model,1,27936,0.5043789187603279,"hi, I am having problems with transformer / circuit board om my Hobby 720 uml model 2003. In view of the problems, can I bypass the transformer/circuit board ??",transformer:0.4452; model:0.0592,0,148189,190.0043333333333,0.9991893100477544,0.0296802606465192,0.0,0.6,0.9285714285714286,0.8333333333333333,0.6,0.9285714285714286,0.8333333333333333
Pipeline B,transformer language model,2,25428,0.2999600704821185,"Note: If you're on an iPhone, you cannot change the language of Facebook through the mobile app. Instead, Facebook uses whatever language your phone is set up to use, so to change it you have to pick a different language for your entire phone. Do thi",language:0.3000,0,148189,190.0043333333333,0.9991893100477544,0.0296802606465192,0.0,0.6,0.9285714285714286,0.8333333333333333,0.6,0.9285714285714286,0.8333333333333333
Pipeline B,transformer language model,3,24482,0.2433173112424995,"Harald, you are a co-owner of Language Partners. Are you a linguist yourself, and how did you get into this competitive line of business? No, I’m not a linguist; I am a historian and a business man. In 2004, my family and some other families we befri",language:0.2433,0,148189,190.0043333333333,0.9991893100477544,0.0296802606465192,0.0,0.6,0.9285714285714286,0.8333333333333333,0.6,0.9285714285714286,0.8333333333333333
Pipeline B,transformer language model,4,701,0.2283657390059949,"Program in Teaching French as a Foreign Language was established in 1985 under the Department of Foreign Education. 2 full professors,3 assistant professors and 3 research assistant are currently working in the department. The Program in Teaching Fre",language:0.2284,0,148189,190.0043333333333,0.9991893100477544,0.0296802606465192,0.0,0.6,0.9285714285714286,0.8333333333333333,0.6,0.9285714285714286,0.8333333333333333
Pipeline B,transformer language model,5,4075,0.2259261907722488,"Looking for Spanish language instructor to improve my reading, writing and speaking skills. We require the tutor to travel to our location at Gwal Pahari. A certification or degree in Spanish Language is preferred. The Spanish language instructor sho",language:0.2259,0,148189,190.0043333333333,0.9991893100477544,0.0296802606465192,0.0,0.6,0.9285714285714286,0.8333333333333333,0.6,0.9285714285714286,0.8333333333333333
Pipeline B,deep learning healthcare,1,7564,0.3094043857870431,"would I have learned, learnt? would you have learned, learnt? would he have learned, learnt? would we have learned, learnt? would they have learned, learnt? would I have been learning? would you have been learning? would he have been learning? would ",learning:0.3094,0,148189,190.0043333333333,0.9991893100477544,0.0296802606465192,0.0,0.6,0.9285714285714286,0.8333333333333333,0.6,0.9285714285714286,0.8333333333333333
Pipeline B,deep learning healthcare,2,6123,0.2991764690503914,"With today’s advancement in technology, it is becoming more convenient than ever before to earn a Bachelor’s degree in a health-related field online. Some specializations, such as nutrition or public health, can be studied entirely online. Other onli",healthcare:0.2156; learning:0.0835,0,148189,190.0043333333333,0.9991893100477544,0.0296802606465192,0.0,0.6,0.9285714285714286,0.8333333333333333,0.6,0.9285714285714286,0.8333333333333333
Pipeline B,deep learning healthcare,3,11979,0.2944938093801207,"Doctorate of Healthcare Organization Program is designed for the healthcare professionals who are working in healthcare organizations especially in hospitals or in clinics and who would like to broaden their knowledge, expand their expertise and deve",healthcare:0.2945,0,148189,190.0043333333333,0.9991893100477544,0.0296802606465192,0.0,0.6,0.9285714285714286,0.8333333333333333,0.6,0.9285714285714286,0.8333333333333333
Pipeline B,deep learning healthcare,4,9252,0.2924464569087786,"SAN DIEGO AND WASHINGTON, D.C. – Sept. 5, 2018 – West Health, a family of nonpartisan, nonprofit organizations focused on healthcare research, policy and philanthropy, has appointed Cristina Boccuti, MA, MPP, formerly of the Kaiser Family Foundation,",healthcare:0.2924,0,148189,190.0043333333333,0.9991893100477544,0.0296802606465192,0.0,0.6,0.9285714285714286,0.8333333333333333,0.6,0.9285714285714286,0.8333333333333333
Pipeline B,deep learning healthcare,5,11119,0.2902413199389435,The opportunities offered by Big Data will only materialize when healthcare systems move beyond the mere collection of large amounts of data. Linkage of previously separated data sets and their analysis using appropriate Big Data analytics offer new ,healthcare:0.2902,0,148189,190.0043333333333,0.9991893100477544,0.0296802606465192,0.0,0.6,0.9285714285714286,0.8333333333333333,0.6,0.9285714285714286,0.8333333333333333
Pipeline B,natural language processing,1,25428,0.3893379179591494,"Note: If you're on an iPhone, you cannot change the language of Facebook through the mobile app. Instead, Facebook uses whatever language your phone is set up to use, so to change it you have to pick a different language for your entire phone. Do thi",language:0.3893,0,148189,190.0043333333333,0.9991893100477544,0.0296802606465192,0.0,0.6,0.9285714285714286,0.8333333333333333,0.6,0.9285714285714286,0.8333333333333333
Pipeline B,natural language processing,2,8705,0.3705923102155812,"These regulations may be called the Food Safety and Standards (Food Products Standards and Food Additives) Amendment Regulations, 2019. They shall come into force on the date of their publication in the Official Gazette. In the Food Safety and Standa",processing:0.3706,0,148189,190.0043333333333,0.9991893100477544,0.0296802606465192,0.0,0.6,0.9285714285714286,0.8333333333333333,0.6,0.9285714285714286,0.8333333333333333
Pipeline B,natural language processing,3,5699,0.3212727496743664,"Truth-value gaps in natural language. Waldo, James Hewins, ""Truth-value gaps in natural language."" (1980). Doctoral Dissertations 1896 - February 2014. 2124.",language:0.1840; natural:0.1373,0,148189,190.0043333333333,0.9991893100477544,0.0296802606465192,0.0,0.6,0.9285714285714286,0.8333333333333333,0.6,0.9285714285714286,0.8333333333333333
Pipeline B,natural language processing,4,24482,0.3158175526839676,"Harald, you are a co-owner of Language Partners. Are you a linguist yourself, and how did you get into this competitive line of business? No, I’m not a linguist; I am a historian and a business man. In 2004, my family and some other families we befri",language:0.3158,0,148189,190.0043333333333,0.9991893100477544,0.0296802606465192,0.0,0.6,0.9285714285714286,0.8333333333333333,0.6,0.9285714285714286,0.8333333333333333
Pipeline B,natural language processing,5,701,0.2964109230101573,"Program in Teaching French as a Foreign Language was established in 1985 under the Department of Foreign Education. 2 full professors,3 assistant professors and 3 research assistant are currently working in the department. The Program in Teaching Fre",language:0.2964,0,148189,190.0043333333333,0.9991893100477544,0.0296802606465192,0.0,0.6,0.9285714285714286,0.8333333333333333,0.6,0.9285714285714286,0.8333333333333333
Pipeline B,heart attack treatment,1,799,0.3962091601671842,"Can You Have A Heart Attack With A Pacemaker? A pacemaker is not a cure. It will not prevent or stop heart disease, nor will it prevent heart attacks. However, we offer you the best monitoring services to lessen the chance of heart attacks. Rhythm Ma",heart:0.2422; attack:0.1540,1,148189,190.0043333333333,0.9991893100477544,0.0296802606465192,0.0,0.6,0.9285714285714286,0.8333333333333333,0.6,0.9285714285714286,0.8333333333333333
Pipeline B,heart attack treatment,2,11245,0.2631708850787436,"Drink lots of water! HA fillers need water to settle perfectly on your skin, if you’re dehydrated you won’t get the best out of your treatment. Avoid drinking alcoholic drinks for about 3 days before your treatment, alcohol thins the blood and will i",treatment:0.2632,0,148189,190.0043333333333,0.9991893100477544,0.0296802606465192,0.0,0.6,0.9285714285714286,0.8333333333333333,0.6,0.9285714285714286,0.8333333333333333
Pipeline B,heart attack treatment,3,1422,0.262234771247752,"I. Causes of Heart Failure: What every physician needs to know. Heart failure (HF) is a clinical syndrome in which the heart is unable to provide sufficient blood flow to meet the metabolic needs of the body, or is only able to do so with significant",heart:0.2378; treatment:0.0244,0,148189,190.0043333333333,0.9991893100477544,0.0296802606465192,0.0,0.6,0.9285714285714286,0.8333333333333333,0.6,0.9285714285714286,0.8333333333333333
Pipeline B,heart attack treatment,4,22876,0.2288402705087183,"NO BOUNDARIES: Trudie Lobban's advocacy for people afflicted with arrhythmia knows no boundaries, literally. What started in the U.K. is being felt here in the States. When Trudie Lobban’s daughter Francesca, now 29, was a baby, the girl had fainting",heart:0.1810; treatment:0.0287; attack:0.0192,0,148189,190.0043333333333,0.9991893100477544,0.0296802606465192,0.0,0.6,0.9285714285714286,0.8333333333333333,0.6,0.9285714285714286,0.8333333333333333
Pipeline B,heart attack treatment,5,14666,0.2268512244123531,"At your first appointment, we will discuss your health concerns, and what you hope to gain from acupuncture. I will then perform an extensive interview of your medical history, observe your tongue, and feel your pulse. These are important components ",treatment:0.2269,0,148189,190.0043333333333,0.9991893100477544,0.0296802606465192,0.0,0.6,0.9285714285714286,0.8333333333333333,0.6,0.9285714285714286,0.8333333333333333
Pipeline B,myocardial infarction therapy,1,6173,0.2513705151476847,Are Experiential Therapy Techniques Helpful? What Is Animal-Assisted Therapy & How Does It Work? Substance abuse recovery involves much more than clearing drugs or alcohol from the body. Overcoming the disease of addiction requires an understanding o,therapy:0.2514,0,148189,190.0043333333333,0.9991893100477544,0.0296802606465192,0.0,0.6,0.9285714285714286,0.8333333333333333,0.6,0.9285714285714286,0.8333333333333333
Pipeline B,myocardial infarction therapy,2,5052,0.2225160549074378,"Mechanosensitive Ion Channels in Cardiovascular Physiology. Exp Clin Cardiol 2014;20(10):6550-6560. Epub 2014 Oct 29. Laboraotry of Cell and Molecular Biology, University of Wisconsin - Madison, WI 53706, USA; Department of Genetics, University of Wi",myocardial:0.1581; infarction:0.0603; therapy:0.0041,0,148189,190.0043333333333,0.9991893100477544,0.0296802606465192,0.0,0.6,0.9285714285714286,0.8333333333333333,0.6,0.9285714285714286,0.8333333333333333
Pipeline B,myocardial infarction therapy,3,26337,0.2015310145455885,Rapid Mobilization Reveals a Highly Engraftable Hematopoietic Stem Cell. Myocardial Infarction Activates CCR2(+) Hematopoietic Stem and Progenitor Cells. Bone marrow-derived immature myeloid cells are a main source of circulating suPAR contributing t,infarction:0.1016; myocardial:0.0999,1,148189,190.0043333333333,0.9991893100477544,0.0296802606465192,0.0,0.6,0.9285714285714286,0.8333333333333333,0.6,0.9285714285714286,0.8333333333333333
Pipeline B,myocardial infarction therapy,4,8343,0.1904608600708685,"Background: Statin therapy is associated with improved survival in patients at high risk for cardiovascular mortality, but the impact of statin therapy among patients treated with trans-catheter aortic valve replacement (TAVR) is unknown. Methods: We",therapy:0.1280; infarction:0.0315; myocardial:0.0310,0,148189,190.0043333333333,0.9991893100477544,0.0296802606465192,0.0,0.6,0.9285714285714286,0.8333333333333333,0.6,0.9285714285714286,0.8333333333333333
Pipeline B,myocardial infarction therapy,5,9884,0.1729417280373568,"Background: The trials comparing Minimally Invasive Direct Coronary Artery Bypass Graft (MIDCABG) with Percutaneous Coronary Intervention (PCI) for proximal Left Anterior Descending Artery (LAD) stenosis show conflicting results. Methods: The PubMed,",infarction:0.0872; myocardial:0.0857,0,148189,190.0043333333333,0.9991893100477544,0.0296802606465192,0.0,0.6,0.9285714285714286,0.8333333333333333,0.6,0.9285714285714286,0.8333333333333333
